Image_Name,Folder,Classification
dj_70_e5_p3.png,svhn_dj,ood
dj_51_e5_p9.png,svhn_dj,id
dj_74_e5_p6.png,svhn_dj,id
dj_45_e5_p3.png,svhn_dj,ood
dj_67_e5_p6.png,svhn_dj,id
dj_71_e5_p6.png,svhn_dj,id
dj_39_e5_p2.png,svhn_dj,id
dj_37_e5_p6.png,svhn_dj,ood
dj_6_e5_p6.png,svhn_dj,id
dj_82_e5_p6.png,svhn_dj,id
dj_93_e5_p9.png,svhn_dj,id
dj_76_e5_p3.png,svhn_dj,id
dj_77_e5_p6.png,svhn_dj,ood
dj_52_e5_p6.png,svhn_dj,id
dj_35_e5_p2.png,svhn_dj,id
dj_73_e5_p3.png,svhn_dj,id
dj_9_e5_p9.png,svhn_dj,ood
dj_33_e5_p6.png,svhn_dj,id
dj_46_e5_p9.png,svhn_dj,id
dj_75_e5_p9.png,svhn_dj,id
dj_1_e5_p6.png,svhn_dj,id
dj_10_e5_p6.png,svhn_dj,id
dj_50_e5_p3.png,svhn_dj,ood
dj_41_e5_p6.png,svhn_dj,id
dj_81_e5_p7.png,svhn_dj,id
dj_47_e5_p6.png,svhn_dj,id
dj_84_e5_p2.png,svhn_dj,id
dj_98_e5_p8.png,svhn_dj,id
dj_19_e5_p6.png,svhn_dj,id
dj_91_e5_p4.png,svhn_dj,id
dj_5_e5_p4.png,svhn_dj,id
dj_0_e5_p2.png,svhn_dj,id
dj_28_e5_p6.png,svhn_dj,id
dj_72_e5_p8.png,svhn_dj,id
dj_36_e5_p6.png,svhn_dj,ood
dj_86_e5_p6.png,svhn_dj,id
dj_38_e5_p6.png,svhn_dj,ood
dj_17_e5_p6.png,svhn_dj,id
dj_61_e5_p3.png,svhn_dj,id
dj_89_e5_p2.png,svhn_dj,id
dj_60_e5_p6.png,svhn_dj,id
dj_62_e5_p6.png,svhn_dj,ood
dj_2_e5_p6.png,svhn_dj,id
dj_56_e5_p6.png,svhn_dj,id
dj_58_e5_p2.png,svhn_dj,id
dj_48_e5_p9.png,svhn_dj,ood
dj_18_e5_p6.png,svhn_dj,id
dj_43_e5_p9.png,svhn_dj,id
dj_55_e5_p1.png,svhn_dj,id
dj_85_e5_p6.png,svhn_dj,id
dj_14_e5_p6.png,svhn_dj,id
dj_88_e5_p9.png,svhn_dj,ood
dj_22_e5_p1.png,svhn_dj,id
dj_21_e5_p6.png,svhn_dj,id
dj_26_e5_p9.png,svhn_dj,ood
dj_59_e5_p9.png,svhn_dj,ood
dj_83_e5_p2.png,svhn_dj,id
dj_49_e5_p9.png,svhn_dj,id
dj_12_e5_p3.png,svhn_dj,id
dj_31_e5_p3.png,svhn_dj,id
dj_66_e5_p3.png,svhn_dj,ood
dj_87_e5_p2.png,svhn_dj,id
dj_92_e5_p8.png,svhn_dj,id
dj_69_e5_p6.png,svhn_dj,id
dj_78_e5_p7.png,svhn_dj,id
dj_96_e5_p2.png,svhn_dj,id
dj_11_e5_p6.png,svhn_dj,id
dj_15_e5_p6.png,svhn_dj,id
dj_20_e5_p3.png,svhn_dj,id
dj_27_e5_p9.png,svhn_dj,id
dj_80_e5_p6.png,svhn_dj,id
dj_25_e5_p9.png,svhn_dj,ood
dj_13_e5_p6.png,svhn_dj,id
dj_29_e5_p3.png,svhn_dj,id
dj_57_e5_p2.png,svhn_dj,ood
dj_79_e5_p6.png,svhn_dj,id
dj_90_e5_p7.png,svhn_dj,ood
dj_32_e5_p9.png,svhn_dj,id
dj_7_e5_p6.png,svhn_dj,id
dj_65_e5_p6.png,svhn_dj,id
dj_8_e5_p6.png,svhn_dj,ood
dj_30_e5_p6.png,svhn_dj,id
dj_24_e5_p6.png,svhn_dj,ood
dj_68_e5_p1.png,svhn_dj,id
dj_64_e5_p6.png,svhn_dj,id
dj_16_e5_p6.png,svhn_dj,id
dj_44_e5_p8.png,svhn_dj,id
dj_97_e5_p8.png,svhn_dj,id
dj_40_e5_p9.png,svhn_dj,id
dj_95_e5_p2.png,svhn_dj,id
dj_42_e5_p9.png,svhn_dj,id
dj_54_e5_p3.png,svhn_dj,id
dj_3_e5_p1.png,svhn_dj,id
dj_99_e5_p6.png,svhn_dj,id
dj_94_e5_p7.png,svhn_dj,ood
dj_53_e5_p8.png,svhn_dj,ood
dj_34_e5_p7.png,svhn_dj,ood
dj_23_e5_p9.png,svhn_dj,id
dj_63_e5_p6.png,svhn_dj,id
dj_4_e5_p6.png,svhn_dj,id
dlf_97_e5_p3.png,svhn_dlf,id
dlf_37_e5_p3.png,svhn_dlf,id
dlf_14_e5_p6.png,svhn_dlf,ood
dlf_88_e5_p3.png,svhn_dlf,id
dlf_15_e5_p6.png,svhn_dlf,id
dlf_98_e5_p6.png,svhn_dlf,"The image appears to be of a house with a visible house number. Based on the definition provided, the image is valid and belongs to the domain of house numbers. Therefore, the answer is 'id'."
dlf_22_e5_p6.png,svhn_dlf,id
dlf_82_e5_p3.png,svhn_dlf,id
dlf_68_e5_p9.png,svhn_dlf,id
dlf_35_e5_p9.png,svhn_dlf,id
dlf_34_e5_p9.png,svhn_dlf,id
dlf_39_e5_p6.png,svhn_dlf,ood
dlf_65_e5_p3.png,svhn_dlf,id
dlf_91_e5_p8.png,svhn_dlf,ood
dlf_2_e5_p6.png,svhn_dlf,id
dlf_48_e5_p3.png,svhn_dlf,id
dlf_49_e5_p9.png,svhn_dlf,id
dlf_71_e5_p7.png,svhn_dlf,ood
dlf_40_e5_p9.png,svhn_dlf,id
dlf_7_e5_p6.png,svhn_dlf,id
dlf_92_e5_p6.png,svhn_dlf,ood
dlf_45_e5_p3.png,svhn_dlf,id
dlf_33_e5_p9.png,svhn_dlf,id
dlf_59_e5_p6.png,svhn_dlf,Ood
dlf_99_e5_p9.png,svhn_dlf,ood
dlf_66_e5_p6.png,svhn_dlf,Ood
dlf_95_e5_p7.png,svhn_dlf,id
